N° PALLET,CODIGO ,Categoria,CANTIDAD,FECHA INGRESO,ORIGEN,CHOFER,VIAJE N°,ESTADO,COMPROBANTE,Costo unitario Reposicion sin IVA,Costo Total Reposicion sin IVA,PVP Unitario,PVP Total,M3,M3 X SKU
3978,SKU01181,Accesorios de Computacion,60,16/05/2024,ENVIO PACK,EZEQUIEL BARGAS,282,RETIRADO,7085560,"$9,365.79","$561,947.53","$36,849.00","$2,210,940.00",0.003570875,0.2142525
3979,SKU00880,Escaneo,100,16/05/2024,ENVIO PACK,EZEQUIEL BARGAS,282,RETIRADO,7085560,"$22,345.50","$2,234,549.73","$47,649.00","$4,764,900.00",0.00330225,0.330225
3980,SKU00958,Manicuría y Pedicuría,20,16/05/2024,ENVIO PACK,EZEQUIEL BARGAS,282,RETIRADO,7085560,"$19,431.72","$388,634.44","$53,399.00","$1,067,980.00",0.0050255,0.10051
3981,SKU00958,Manicuría y Pedicuría,60,16/05/2024,ENVIO PACK,EZEQUIEL BARGAS,282,RETIRADO,7085560,"$19,431.72","$1,165,903.32","$53,399.00","$3,203,940.00",0.0050255,0.30153
3982,SKU01182,Instrumentos Opticos,125,16/05/2024,ENVIO PACK,EZEQUIEL BARGAS,282,RETIRADO,7085560,"$21,910.71","$2,738,838.71","$74,999.00","$9,374,875.00",0.015029,1.878625
3983,SKU00640,Freidoras,27,16/05/2024,ENVIO PACK,EZEQUIEL BARGAS,282,RETIRADO,7085560,"$51,333.33","$1,386,000.00",$0.00,$0.00,0.0330925,0.8934975
3984,SKU00640,Freidoras,27,16/05/2024,ENVIO PACK,EZEQUIEL BARGAS,282,RETIRADO,7085560,"$51,333.33","$1,386,000.00",$0.00,$0.00,0.0330925,0.8934975
3985,SKU00640,Freidoras,27,16/05/2024,ENVIO PACK,EZEQUIEL BARGAS,282,RETIRADO,7085560,"$51,333.33","$1,386,000.00",$0.00,$0.00,0.0330925,0.8934975
3986,SKU00640,Freidoras,27,16/05/2024,ENVIO PACK,EZEQUIEL BARGAS,282,RETIRADO,7085560,"$51,333.33","$1,386,000.00",$0.00,$0.00,0.0330925,0.8934975
3987,SKU00640,Freidoras,27,16/05/2024,ENVIO PACK,EZEQUIEL BARGAS,282,RETIRADO,7085560,"$51,333.33","$1,386,000.00",$0.00,$0.00,0.0330925,0.8934975
3988,SKU00640,Freidoras,27,16/05/2024,ENVIO PACK,EZEQUIEL BARGAS,282,RETIRADO,7085560,"$51,333.33","$1,386,000.00",$0.00,$0.00,0.0330925,0.8934975
3989,SKU01183,Infladores,72,16/05/2024,ENVIO PACK,EZEQUIEL BARGAS,282,RETIRADO,7085560,"$22,481.88","$1,618,695.68","$75,999.00","$5,471,928.00",0.00169911,0.12233592
3990,SKU01177,HERRAMIENTAS,8,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$162,116.60","$1,296,932.81",$0.00,$0.00,0.144384,1.155072
3991,SKU01177,HERRAMIENTAS,8,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$162,116.60","$1,296,932.81",$0.00,$0.00,0.144384,1.155072
3992,SKU00186,Cámaras de Seguridad,450,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$15,857.43","$7,135,843.67","$51,999.00","$23,399,550.00",0.001457775,0.65599875
3993,SKU01177,HERRAMIENTAS,8,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$162,116.60","$1,296,932.81",$0.00,$0.00,0.144384,1.155072
3994,SKU00804,Accesorio de Autos y Camionetas,20,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$4,411.90","$88,238.10","$7,799.00","$155,980.00",0.0018963,0.037926
3995,SKU00804,Accesorio de Autos y Camionetas,60,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$4,411.90","$264,714.29","$7,799.00","$467,940.00",0.0018963,0.113778
3996,SKU01180,Impresoras,24,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$155,997.78","$3,743,946.72","$299,999.00","$7,199,976.00",0.066606381,1.598553144
3997,SKU01180,Impresoras,24,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$155,997.78","$3,743,946.72","$299,999.00","$7,199,976.00",0.066606381,1.598553144
3998,SKU01163,Auriculares,200,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$6,192.29","$1,238,457.20","$24,999.00","$4,999,800.00",0.00046,0.092
3999,SKU00816,Relojes Convencionales,100,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$10,598.92","$1,059,891.61","$33,999.00","$3,399,900.00",0.0004424,0.04424
4000,SKU00509,Soldadura,120,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$43,861.75","$5,263,410.29","$82,849.00","$9,941,880.00",0.0101304,1.215648
4001,SKU00509,Soldadura,80,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$43,861.75","$3,508,940.19","$82,849.00","$6,627,920.00",0.0101304,0.810432
4002,SKU00127,Cuidado de la Salud,60,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$9,313.88","$558,832.94","$36,549.00","$2,192,940.00",0.0042,0.252
4003,SKU01184,Accesorios para Bicicletas,20,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$9,211.67","$184,233.41","$26,649.00","$532,980.00",0.00378,0.0756
4004,SKU01184,Accesorios para Bicicletas,50,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$9,211.67","$460,583.52","$26,649.00","$1,332,450.00",0.00378,0.189
4005,SKU00996,Freidoras de Aire,16,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$103,260.32","$1,652,165.08",$0.00,$0.00,0.081312,1.300992
4006,SKU00996,Freidoras de Aire,18,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$103,260.32","$1,858,685.71",$0.00,$0.00,0.081312,1.463616
4007,SKU00996,Freidoras de Aire,12,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$103,260.32","$1,239,123.81",$0.00,$0.00,0.081312,0.975744
4008,SKU00996,Freidoras de Aire,12,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$103,260.32","$1,239,123.81",$0.00,$0.00,0.081312,0.975744
4009,SKU00996,Freidoras de Aire,12,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$103,260.32","$1,239,123.81",$0.00,$0.00,0.081312,0.975744
4010,SKU00996,Freidoras de Aire,12,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$103,260.32","$1,239,123.81",$0.00,$0.00,0.081312,0.975744
4011,SKU00996,Freidoras de Aire,12,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$103,260.32","$1,239,123.81",$0.00,$0.00,0.081312,0.975744
4012,SKU00996,Freidoras de Aire,12,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$103,260.32","$1,239,123.81",$0.00,$0.00,0.081312,0.975744
4013,SKU00958,Manicuría y Pedicuría,220,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$19,431.72","$4,274,978.84","$53,399.00","$11,747,780.00",0.0050255,1.10561
4014,SKU01182,Instrumentos Opticos,25,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$21,910.71","$547,767.74","$74,999.00","$1,874,975.00",0.015029,0.375725
4015,SKU00264,Comercial y Oficina,140,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$12,073.00","$1,690,219.82","$57,474.00","$8,046,360.00",0.009744,1.36416
4016,SKU00264,Comercial y Oficina,28,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$12,073.00","$338,043.96","$57,474.00","$1,609,272.00",0.009744,0.272832
4017,SKU01179,Relojes Convencionales,300,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$3,891.30","$1,167,390.49","$9,999.00","$2,999,700.00",0.001792,0.5376
4018,SKU01130,Mochilas,360,16/05/2024,ENVIO PACK,OSCAR MARTIÑEIRA,283,RETIRADO,7085569,"$13,888.57","$4,999,886.84","$41,999.00","$15,119,640.00",0.00481,1.7316
4019,SKU00272,Belleza y Cuidado Personal,40,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$22,185.79","$887,431.43","$59,999.00","$2,399,960.00",0.009604,0.38416
4020,SKU00272,Belleza y Cuidado Personal,10,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$22,185.79","$221,857.86","$59,999.00","$599,990.00",0.009604,0.09604
4021,SKU01161,Freidoras,12,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$128,921.07","$1,547,052.89","$289,999.00","$3,479,988.00",0,0
4022,SKU01161,Freidoras,12,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$128,921.07","$1,547,052.89","$289,999.00","$3,479,988.00",0,0
4023,SKU01161,Freidoras,12,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$128,921.07","$1,547,052.89","$289,999.00","$3,479,988.00",0,0
4024,SKU01161,Freidoras,12,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$128,921.07","$1,547,052.89","$289,999.00","$3,479,988.00",0,0
4025,SKU01161,Freidoras,12,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$128,921.07","$1,547,052.89","$289,999.00","$3,479,988.00",0,0
4026,SKU01161,Freidoras,12,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$128,921.07","$1,547,052.89","$289,999.00","$3,479,988.00",0,0
4027,SKU01161,Freidoras,12,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$128,921.07","$1,547,052.89","$289,999.00","$3,479,988.00",0,0
4028,SKU01161,Freidoras,12,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$128,921.07","$1,547,052.89","$289,999.00","$3,479,988.00",0,0
4029,SKU01161,Freidoras,12,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$128,921.07","$1,547,052.89","$289,999.00","$3,479,988.00",0,0
4030,SKU01161,Freidoras,12,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$128,921.07","$1,547,052.89","$289,999.00","$3,479,988.00",0,0
4031,SKU01161,Freidoras,12,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$128,921.07","$1,547,052.89","$289,999.00","$3,479,988.00",0,0
4032,SKU01185,Contadoras de Billetes,408,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$24,623.08","$10,046,217.33","$73,999.00","$30,191,592.00",0.002473325,1.0091166
4033,SKU01186,Vaporizador de Prendas,30,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$64,134.69","$1,924,040.66",$0.00,$0.00,0.043512,1.30536
4034,SKU01186,Vaporizador de Prendas,30,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$64,134.69","$1,924,040.66",$0.00,$0.00,0.043512,1.30536
4035,SKU01186,Vaporizador de Prendas,30,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$64,134.69","$1,924,040.66",$0.00,$0.00,0.043512,1.30536
4036,SKU00402,Freidoras,50,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$33,222.70","$1,661,135.20","$129,999.00","$6,499,950.00",0.0208,1.04
4037,SKU00402,Freidoras,48,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$33,222.70","$1,594,689.79","$129,999.00","$6,239,952.00",0.0208,0.9984
4038,SKU00402,Freidoras,48,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$33,222.70","$1,594,689.79","$129,999.00","$6,239,952.00",0.0208,0.9984
4039,SKU00402,Freidoras,48,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$33,222.70","$1,594,689.79","$129,999.00","$6,239,952.00",0.0208,0.9984
4040,SKU00402,Freidoras,48,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$33,222.70","$1,594,689.79","$129,999.00","$6,239,952.00",0.0208,0.9984
4041,SKU00402,Freidoras,48,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$33,222.70","$1,594,689.79","$129,999.00","$6,239,952.00",0.0208,0.9984
4042,SKU00402,Freidoras,48,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$33,222.70","$1,594,689.79","$129,999.00","$6,239,952.00",0.0208,0.9984
4043,SKU00402,Freidoras,48,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$33,222.70","$1,594,689.79","$129,999.00","$6,239,952.00",0.0208,0.9984
4044,SKU00402,Freidoras,48,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$33,222.70","$1,594,689.79","$129,999.00","$6,239,952.00",0.0208,0.9984
4045,SKU00993,Relojes Convencionales,300,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$10,498.92","$3,149,676.43","$42,999.00","$12,899,700.00",0.0005859,0.17577
4046,SKU00626,Contadoras de Billetes,12,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$83,444.03","$1,001,328.34","$159,999.00","$1,919,988.00",0.040052,0.480624
4047,SKU00626,Contadoras de Billetes,12,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$83,444.03","$1,001,328.34","$159,999.00","$1,919,988.00",0.040052,0.480624
4048,SKU00626,Contadoras de Billetes,12,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$83,444.03","$1,001,328.34","$159,999.00","$1,919,988.00",0.040052,0.480624
4049,SKU00626,Contadoras de Billetes,26,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$83,444.03","$2,169,544.74","$159,999.00","$4,159,974.00",0.040052,1.041352
4050,SKU00626,Contadoras de Billetes,12,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$83,444.03","$1,001,328.34","$159,999.00","$1,919,988.00",0.040052,0.480624
4051,SKU00626,Contadoras de Billetes,12,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$83,444.03","$1,001,328.34","$159,999.00","$1,919,988.00",0.040052,0.480624
4052,SKU00626,Contadoras de Billetes,14,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$83,444.03","$1,168,216.40","$159,999.00","$2,239,986.00",0.040052,0.560728
4053,SKU00904,Animales y Mascotas,108,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$15,248.37","$1,646,824.11","$44,999.00","$4,859,892.00",0.005202,0.561816
4054,SKU01187,Terapias Alternativas,48,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$9,555.15","$458,647.33","$23,749.00","$1,139,952.00",0.0006783,0.0325584
4055,SKU01188,Herrajes de Seguridad,18,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$41,293.59","$743,284.71","$126,499.00","$2,276,982.00",0.003519,0.063342
4056,SKU01188,Herrajes de Seguridad,54,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$41,293.59","$2,229,854.13","$126,499.00","$6,830,946.00",0.003519,0.190026
4057,SKU00702,Cámaras de Seguridad,180,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$15,429.80","$2,777,363.38","$32,999.00","$5,939,820.00",0.0030561,0.550098
4058,SKU00702,Cámaras de Seguridad,120,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$15,429.80","$1,851,575.58","$32,999.00","$3,959,880.00",0.0030561,0.366732
4059,SKU01092,Gastronomía y Hotelería,8,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$166,217.42","$1,329,739.38","$259,999.00","$2,079,992.00",0.10656,0.85248
4060,SKU01092,Gastronomía y Hotelería,12,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$166,217.42","$1,994,609.07","$259,999.00","$3,119,988.00",0.10656,1.27872
4061,SKU01189,Acc. para Motos y Cuatriciclos,100,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$5,817.89","$581,789.07","$12,999.00","$1,299,900.00",0.002592,0.2592
4062,SKU00809,Aspiradoras Robot,40,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$124,865.24","$4,994,609.69","$419,999.00","$16,799,960.00",0.0276,1.104
4063,SKU00809,Aspiradoras Robot,8,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$124,865.24","$998,921.94","$419,999.00","$3,359,992.00",0.0276,0.2208
4064,SKU00809,Aspiradoras Robot,40,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$124,865.24","$4,994,609.69","$419,999.00","$16,799,960.00",0.0276,1.104
4065,SKU01190,Televisores,14,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$155,443.50","$2,176,208.96",$0.00,$0.00,0.059696,0.835744
4066,SKU01190,Televisores,20,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$155,443.50","$3,108,869.94",$0.00,$0.00,0.059696,1.19392
4067,SKU01191,Utensilios de Preparación,50,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$9,933.78","$496,689.23","$21,409.00","$1,070,450.00",0.00736848,0.368424
4068,SKU01161,Freidoras,12,17/05/2024,ENVIO PACK,EZEQUIEL BARGAS,284,RETIRADO,7096865,"$128,921.07","$1,547,052.89","$289,999.00","$3,479,988.00",0,0
4069,SKU00056,Ventilacion ,6,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$74,483.97","$446,903.80",$0.00,$0.00,0.1161,0.6966
4070,SKU01192,Parlantes,32,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$129,076.12","$4,130,435.74",$0.00,$0.00,0.11220528,3.59056896
4071,SKU01192,Parlantes,16,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$129,076.12","$2,065,217.87",$0.00,$0.00,0.11220528,1.79528448
4072,SKU00494,Microondas,15,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$103,303.57","$1,549,553.61",$0.00,$0.00,0.053447,0.801705
4073,SKU00640,Freidoras,19,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$51,333.33","$975,333.33",$0.00,$0.00,0.0330925,0.6287575
4074,SKU01193,Detector de Metales,50,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$30,642.65","$1,532,132.34","$92,699.00","$4,634,950.00",0.01038606,0.519303
4075,SKU01193,Detector de Metales,50,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$30,642.65","$1,532,132.34","$92,699.00","$4,634,950.00",0.01038606,0.519303
4076,SKU00859,Masajeadores,90,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$22,346.03","$2,011,142.75","$89,999.00","$8,099,910.00",0.0147,1.323
4077,SKU01194,Organización para el Hogar,100,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$4,498.50","$449,850.37","$13,599.00","$1,359,900.00",0.002016,0.2016
4078,SKU00859,Masajeadores,90,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$22,346.03","$2,011,142.75","$89,999.00","$8,099,910.00",0.0147,1.323
4079,SKU00859,Masajeadores,90,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$22,346.03","$2,011,142.75","$89,999.00","$8,099,910.00",0.0147,1.323
4080,SKU00859,Masajeadores,40,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$22,346.03","$893,841.22","$89,999.00","$3,599,960.00",0.0147,0.588
4081,SKU00663,Comercial y Oficina,36,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$21,462.89","$772,664.13","$64,799.00","$2,332,764.00",0.014688,0.528768
4082,SKU00429,Almacenamiento y Organización,288,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$19,688.69","$5,670,341.78","$39,999.00","$11,519,712.00",0.0062205,1.791504
4083,SKU00380,Agro,64,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$19,097.81","$1,222,259.59","$34,999.00","$2,239,936.00",0.009295,0.59488
4084,SKU00380,Agro,64,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$19,097.81","$1,222,259.59","$34,999.00","$2,239,936.00",0.009295,0.59488
4085,SKU00978,Organización para el Hogar,16,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$13,102.94","$209,647.05","$25,249.00","$403,984.00",0.0196512,0.3144192
4086,SKU00056,Ventilacion ,5,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$74,483.97","$372,419.83",$0.00,$0.00,0.1161,0.5805
4087,SKU00056,Ventilacion ,5,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$74,483.97","$372,419.83",$0.00,$0.00,0.1161,0.5805
4088,SKU00056,Ventilacion ,7,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$74,483.97","$521,387.76",$0.00,$0.00,0.1161,0.8127
4089,SKU00056,Ventilacion ,7,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$74,483.97","$521,387.76",$0.00,$0.00,0.1161,0.8127
4090,SKU00565,Maquillaje y Cosmética,38,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$25,427.27","$966,236.23","$131,999.00","$5,015,962.00",0.032175,1.22265
4091,SKU00565,Maquillaje y Cosmética,5,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$25,427.27","$127,136.35","$131,999.00","$659,995.00",0.032175,0.160875
4092,SKU00772,Peluquería y Barbería,600,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$2,768.03","$1,660,820.16","$14,149.00","$8,489,400.00",0.0005913,0.35478
4093,SKU00594,Bebés,40,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$36,815.86","$1,472,634.22","$144,949.00","$5,797,960.00",0.001930845,0.0772338
4094,SKU00594,Bebés,40,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$36,815.86","$1,472,634.22","$144,949.00","$5,797,960.00",0.001930845,0.0772338
4095,SKU00563,Seguridad Laboral,30,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$11,364.57","$340,937.13","$51,999.00","$1,559,970.00",0.00591675,0.1775025
4096,SKU00563,Seguridad Laboral,60,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$11,364.57","$681,874.27","$51,999.00","$3,119,940.00",0.00591675,0.355005
4097,SKU00792,Micrófonos y Preamplificadores,10,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$31,317.05","$313,170.49","$89,999.00","$899,990.00",0.008380944,0.08380944
4098,SKU00977,Sets de Herramientas,100,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$18,498.27","$1,849,826.72","$42,299.00","$4,229,900.00",0.007425,0.7425
4099,SKU01012,Cortadoras de Pelo,80,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$15,990.47","$1,279,237.22","$31,698.00","$2,535,840.00",0.0014,0.112
4100,SKU00570,Micrófonos y Preamplificadores,120,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$6,908.85","$829,062.39","$21,299.00","$2,555,880.00",0.000441,0.05292
4101,SKU01195,Soportes y Estabilizadores,50,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$10,426.58","$521,329.01","$24,999.00","$1,249,950.00",0.000819,0.04095
4102,SKU01196,Equipos de DJ y Accesorios,32,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$32,747.70","$1,047,926.30","$98,999.00","$3,167,968.00",0.008064,0.258048
4103,SKU00792,Micrófonos y Preamplificadores,60,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$31,317.05","$1,879,022.97","$89,999.00","$5,399,940.00",0.008380944,0.50285664
4104,SKU00432,Fuentes de Alimentación,54,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$25,159.09","$1,358,591.06","$45,299.00","$2,446,146.00",0.005967,0.322218
4105,SKU00393,Freidoras de Aire,16,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$129,709.26","$2,075,348.13",$0.00,$0.00,0.09078,1.45248
4106,SKU00435,Mochilas,180,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$23,566.31","$4,241,935.23","$75,999.00","$13,679,820.00",0.01159,2.0862
4107,SKU00776,Mochilas,32,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$29,057.08","$929,826.54","$118,799.00","$3,801,568.00",0.013608,0.435456
4108,SKU00604,Televisores,12,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$240,495.87","$2,885,950.44",$0.00,$0.00,0.10368,1.24416
4109,SKU00604,Televisores,10,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$240,495.87","$2,404,958.70",$0.00,$0.00,0.10368,1.0368
4110,SKU01197,Fitness y Musculación,4,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$25,040.65","$100,162.59","$61,199.00","$244,796.00",0.022678,0.090712
4111,SKU01197,Fitness y Musculación,40,18/05/2024,ENVIO PACK,ENZO SCHENONE,285,RETIRADO,7103466,"$25,040.65","$1,001,625.88","$61,199.00","$2,447,960.00",0.022678,0.90712
